video_url,author,text,time
https://www.youtube.com/watch?v=hzUG58aJ124,@sukarmansukarman8049,Maaf bg telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ruynewera1999,Waduh telat bg,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@privasi2701,Sori bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@MUHAMMADRizky-kd5yv,Nostalgia parah bg Brando 👉🤯👈,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@jhonathanverdy,telat 2 tahun bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@rizalalim3728,Main yang mod papega bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@kasinochanel3544,Sory telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@rezaarab5457,Sorry bg telat 2 thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@rjgamingchannel4922,game jaman masih nganggur..tiap hari maen game ini...mantap...,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@sidikpermanatunggal5941,Aduh gua telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@muhammadfadhilazhar9783,2tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@adyputra1223,Telat 2tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@muhammadsyahtie443,Telat ga bang?,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@anugrahmajid376,0:00 sus,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@rifki8497,Telat 2tahun bang maaf,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@supriyono2340,Sorry bang Telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Daappek,Telat 2 tahun bang🗿,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@jeferzensusanto9597,Maaf bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@marsdiegoalgharic5917,Sorry bang telat 2 tahun 🙏,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@jhonfransiscoefratasiahaan9789,omagaaaaa,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ryderstrong596,Sorry bang telat 2tahun walaupun aku adalah subs baru tapi aku suka konten abang brando,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@dikimolor703,Sorry bang telat 2 tahun 😑,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@abanglol4787,Bang gw dari tahun 2022 gimana disana,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@projectgabut9248,Telat 2 thun bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@rena3055,Enggk,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Et_ceteraaa27,Halo,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@fakejamal7617,love banget sering nontn ini meski udh 2022 vibes 2020 banget,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@klatcoffeeroasteryii5978,Sorry bang telat 712 hari (2tahun)😅😅😅😅😅😅😅😅😅😅,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@roipudigmaulana1534,Adanya perbedaan yang besar👍👏 dan dapat menyebabkan terjadinya ATHG yang diperoleh dengan orang lain yang buat kita rasa tenang😌😎😎😎😎😌😊😊 sangat penting untuk apply disini ada daftar ® penipu dan kingdom Animalia,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ekal3213,Maaf telat 2 tahun bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@renzzcoolkykijat,Bang maaf telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@tanahbangchannels2051,Sorry bg telat 2 tahun btw semangat bg konten nya semoga sukses selalu bg,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@seno7582,Telat 2 tahun🗿👍,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@GoodSlowLy,Btw telat gak bang 🙂,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@McCanzyy,huhuhu kangen main moswanted banh,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@anessloverzz4252,Tetap pake renault clio andalan ku 😘😘😘😘,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bjorka3875,Saya telat dua tahun ya🗿,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@manemane9532,05:44 Nostalgia banget cok🥺 maaf bang telat nonton🙏🏻 salam dri gorontalo🔥,2 tahun yang lalu (diedit)
https://www.youtube.com/watch?v=hzUG58aJ124,@hafidh6183,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@wisnuharnadi3185,Halo bg,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@abilabilabil6526,BAN,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ALpro29,Sorry bg telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@aryantojayapratama2981,Maaf bg telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@hellscreams1883,"Inget banget aku bang ini video bang WINDAH pertama kali yang aku tonton, nostalgia banget.",2 tahun yang lalu (diedit)
https://www.youtube.com/watch?v=hzUG58aJ124,@armandikailhamprasetya548,ngakak pas lihat ngeahang😭,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bagaspratama1321,p,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@renggags6083,Soryy bang telat 3 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Kojii_oji,Ganteng Bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@farhan5092,Sorry telat 2 tahun 🗿,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@randyqueen4376,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@wahyusubuh9902,Sorry bang telat 2 thn🥀,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@noobburung3552,Hampir seluruh subscriber lu nonton banh,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@oliviasetianingrum3980,ؤ وحزنت ااانم,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@MuhammadRobby03,bang windah coba dong tutorial  download nfs most wanted di hp android di ram 2 lag lag ga bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@youngboss9528,bang windah bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@fajargimangg4584,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@RizskyID,Kutang hitam vs kutang putih,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@lexhahahahah,sebuah video yang membuat channel bang windah mempunyai banyak subscriber,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@sheena-sm2ci,Apa nama lagu nya tolong jwb,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@hacker-man7760,"Ya Allah bang windah, bikin konten video game horor lagi habis itu mortal kombat 9 collection, salam dari Kalimantan timur 🙏🙏🙏",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@gantengdoanggkbernyanyi8605,Nostalgia bgdd,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Aselolesec,Muka bang Brando sangar bet,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@muhammadzaenudin277,Sorry bang telat 2 tahun😭,2 tahun yang lalu (diedit)
https://www.youtube.com/watch?v=hzUG58aJ124,@PATHIRHARUNDA,Hadir 2 tahun yang lalu,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@muhammadfadhilazhar9783,Guru nya lebih keren,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@mirulhaziq11,Njirr baru keluar fyp youtube 🗿,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@vanz-vanz,BEST NFS EVER!,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@nawinawi5042,Wih ini game nostalgia mntap,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ndyy31,Kerenn udah 7jt lebih yang nntn 😍,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@muhammadfadli3343,Hareso semo kesa eno desa my by ay selerefA selimef neho,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@catherinegani6749,Gtr,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ranggafabregas2923,Gw telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@animeedtz5456,telat 2thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bayuramadhan1643,Keren bng,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@optokdalang6691,Haha gw telat,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@riosetiawanw9615,sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@tyas9664,Sorry banh telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@kenokjancok9037,Sorry bng telat 2thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@pria_idaman-7,Telat 2 tahun bg🗿,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@croply_,sorry telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@warkopuwak,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@alatasalgunari4172,Maaf bang gw terlambat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@idkwhatthishmm630,Sori bang telad 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@muhammadhanafi7474,Sory bang telat 2tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Naawaaa,fav part♥ 2:20,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@timetraveler3830,Nostalgiaa 😎. Gue pernah namatinnya juga di umur 19 kalo ngk slh 😂😂😂😂.  Terakhir nya kasetnya rusak anjirt wkwkwk,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@katrokkembaren405,Keren abis cara main abng,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bocahsd1942,Bang cara tambahin Gigi cobalt nya jadi enam gimana ya?ada yang tau,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@akmaalx,EPICCC,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@callmeananda9357,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Padukawizzy,Sory bang telat 2 tahun yang lalu,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bocahSusukanTimur,Sori bang telat 2 taun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ikyikyygaming6628,Maaf bang telat 2 thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@padlibocilkematian1691,Telat gak bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@hfzh3758,gatau si bener apa engga tapi sebenerny ga harus lama lama di challenge terakhir yang penting udah  di deket jalur terakhir nanti langsung bisa ke buka🐱,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@lmaohaha5353,"Sehat selalu ya, bang🙌",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@myoom.4388,Sorry bang gw telat 2 tahun...,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@nahhhderlann,Hehe telat 2 tahun sorry bg,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@kazech2021,Telat 2 tahun ☝,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@damarmarc5466,Hlo bg,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@outlastgaming2702,Bang ada link downloadnya gak?,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@useeewhy,Intro yang sangad sus yaaa,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@denzfarhan43,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@waldiiinnns1448,"Buset 7,7 JT kali ditonton",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bangzaidan2002,0:00 jam berapa?,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@vincentiusadebangun8349,Game terbaik di zamannya 👍👍👍. Jadi pingin maen lagi 😀,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@hfzh3758,"anjir di love dahal video jaman dulu, ga capek tah bang nge love setiap komen",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@hfzh3758, Risky Gg  ada gitu bot kek gitu,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@aditya7429,p,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@rafikawung2483,Udah 13 tahun ga main game ini main ps2 paling main bola,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Brilian_Project,😎,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ahmadalfian3040,Sori bang telat 2thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@repantek2443,Maap bg telat 2 thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@its_Bob007,sedang mencari intro intro yang ada cewek nya🤤,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@kajoexe5268,maap bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@stalincloak9988,Polis gendut,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@jancukjancuk4486,Video paling populernya brando di era januari 2020 alias masih indah,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@micuqu,0:00 sus,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ihsanadam1699,0:00 waw,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ardian692,Tlf 2 THN bg🗿👍🏼,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@wisnuooredoo9093,lebih seru windah yg skrang ahahaha,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@boynaif3834,Main yg hd gimn bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@franchiko3930,Ini akunnya udh balik,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ferdyihsan9720,20:40 the beast momen,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@KodokSuriname,Kangen bang Windah main NFS MW,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@shxnerye,Untung ni video ga hilang anjirr,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@rizkirasyid7166,intro nya aowkaowkaowk,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@BmzSA13,Njay lagunya bikin nostalgia banget dah💪💪👍👍😎😎,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Brilian_Project,Kerenn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@MangGandi,Nostalgia,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@overheaven2371,Vidio terakhir gw tonton sebelum hengker menyerang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@dery1432,Hd grapik ny,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ridhoputrasatrya6763,Gg bng windah,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@stronggent9275,Halo bg,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@higher7626,Balapan kematian,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@higher7626,Balapan kematian,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bimaprabaswara8856,P,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@G-banentertainment,P,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@GameAyNostal,Nama lagu ?,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@BURZUMY3ah,Termyata. Gw memang mirip razor. Waktu ngalahin vic. Gw dapet mobil dia. Dan gue langsung nge jual cobalt gw,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@edofernanda422,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@muhamadalfian0263,Maaf telat 2 thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Vall_xare,Terlambat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@febryganteng7620,Sorry bang Telatt 2tahun😂,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@aryadull3403,Sry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@UMAR_YGY,Telat 2 thn bg,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@fidochestaadabi1633,"Sengaja nyari video terlama bang windah, akhirnya ketemu udah telat 2 tahun wkkwkw",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ErgiAS_,masih kalem,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ErulAuni,"Tetap ku rewatch berulang ulang bang, nostalgia banget lawan rajor 🥲",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@kngaming46,🥰,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@sagiriizukayt823,Sorry telat 2 th,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@afrizairwansyah2696,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ibal0805,Sory bang telat 2 thun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@arssssssssssss,"sehat2 terus bang windah, keren banget",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Farizagni,Maaf bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@vinawijaya1865,Sorry bg telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bagusexe9924,Sory bang win telat 2 thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@fan__567,"Maaf bang, telat 2 tahun🍃",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@julihura2493,G man acara download nya,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Amand444,Telat 2 tahun 🗿,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@ahmadwtpchannel2265,Telat 2 tahun bg🗿,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@randyxsl150,Backsound yg mengingatkan gw saat main rental dulu 2019🙂,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bramcox7386,Jadi pengen main PS:),2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@muslihinahmad5008,Bang aku peng gemar berat abang winda karna tocxik lucu,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@nunuksetyaningwati9732,Silver,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@aditmuda283,Telat mak,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@alray_,Waduh telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@tirtasetiawany8161,menit 0:00 sangat sus,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@azura_5756,Yg telat 2 tahun sini😂😂,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@nosignal1142,Bang mainin lagi dong🙏,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@nacapadingga9810,Gg sih,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@kukun_-mkbg,"Lagu nya keingat mantan 😭 ""Where We Started""❤️",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@FathurRidollah,"Mantap bg, tiba tiba muncul di beranda👍",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@cahyahandsome5948,Sorry bang telat 2thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@teloletgamingchannel7016,Boss paling susah dulu ...sering gagal mainin jaman sma bang 😅,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@robertantonius5665,Game gw wktu msih smk main di laptop😅👍👍,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@rajazhiya8225,Salam bang dari 2022,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@chandraabraham9332,Judul lagu ada yg tau?,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@efosmorata1399,aku 2tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@FynzYonz,Gg bang windah jago main nya,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Luckyzyee1,Bang sory telat 2 thn,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@gamefreefree6058,Bang sori banget telat 2 tahun bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@dxztr.4616,sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@elvafauzan7220,main lagi dong bgg,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@tys7223,Brando versi ramah,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@phowww,Telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@letdaadi2412,Telat 2 THN wkwk srry bang,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@yuliaanggraenii1522,telat gaa bangg?,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@adamzahid7624,Lagunya enak dan mengasyikkan,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@famoustv6134,Telat 2 tahun bang brandoo😅,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@Imdapzz,NCS - Neffex grateful bg,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@voudjunhakam8682,Sorry bang telat 7 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@dewanggatrymaulana1033,Sori. Bang telat 2thn hehe,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@raynakzkg6559,Wih Bang Brando Belum Toxic Ini Hehe,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@anditaqwayangsopanaa6453,Sorry telat2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@PJMRI_INDONESIA13,Drag atau bodrex,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@PJMRI_INDONESIA13,Channel saya ada,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@husnamahargian9667,gw yg dulu maen ga tau arti itu malah keluar gw,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@annazulfiah9148,Sory telat 2 tahu yang lalu,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@riansyahfajar869,Semangat bang walaupun gw telat🙏,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@jgug7vubuvsihshsush8aha61,Sory bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@imaatika6773,sory bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@akudeva5342,Halo bang:),2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@arilmd88,Kali ini aku telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@abyy384,Maaf telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@rmdnsyptr_,Sory Bang Telat 2 Tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bagassaja872,Mohon di infokan lagu nya 🙏,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@adifirzi6886,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@mangfastorereal,Ke Ingat Gw Dulu Main Di PS 2,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@syahdansyahmi6573,Bang aku telat 1tahun sori,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@se7enofc282,Sory bang telat 2taun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@haikaladam8700,Sorry bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@kelvinkurniawansahputra2827,"sorry bang, telat 2 tahun",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@raplisitanggang,Bang kok ga live si?🗿,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@adittgamteng8433,soryy bang telat 2 tahun:(,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@KaosHiTam8,"kerennn bang mantaappp, saya juga sampai skrg masih suka maen game ini",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@muhiqbal7612,"Telat 2 tahun gue bang
Lagian,baru muncul di beranda gue :v",2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bani4678,sorry bang telat 2tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@aldihutakoje6067,sory bg telat 2taun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@bocahprik6283,Maaf bang telat 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@vinoponsel241,Maaf bang telah 2 tahun,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@wiwiksulistyowati6817,Itu ada di ps gue itu coy,2 tahun yang lalu
https://www.youtube.com/watch?v=hzUG58aJ124,@irfansarang6128,Mantap bos ku,2 tahun yang lalu
